timestamp,building_id,energy_consumption,site_id,sqm,lat,lng,timezone,industry,yearbuilt,numberoffloors,occupants,airTemperature
2017-03-01 00:00:00,Wolf_education_Josefa,4.565,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,4.0
2017-03-01 01:00:00,Wolf_education_Josefa,4.7825,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,3.7
2017-03-01 02:00:00,Wolf_education_Josefa,4.815,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,2.6
2017-03-01 03:00:00,Wolf_education_Josefa,4.585,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,3.0
2017-03-01 04:00:00,Wolf_education_Josefa,4.9575,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,2.5
2017-03-01 05:00:00,Wolf_education_Josefa,4.725,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,3.0
2017-03-01 06:00:00,Wolf_education_Josefa,5.0075,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,2.7
2017-03-01 07:00:00,Wolf_education_Josefa,5.5525,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,2.5
2017-03-01 08:00:00,Wolf_education_Josefa,6.8175,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,2.7
2017-03-01 09:00:00,Wolf_education_Josefa,5.3825,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,4.2
2017-03-01 10:00:00,Wolf_education_Josefa,6.2275,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,5.5
2017-03-01 11:00:00,Wolf_education_Josefa,8.365,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,7.0
2017-03-01 12:00:00,Wolf_education_Josefa,6.9675,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,8.2
2017-03-01 13:00:00,Wolf_education_Josefa,6.955,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,7.8
2017-03-01 14:00:00,Wolf_education_Josefa,6.9025,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,7.7
2017-03-01 15:00:00,Wolf_education_Josefa,7.3375,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,8.1
2017-03-01 16:00:00,Wolf_education_Josefa,7.595,Wolf,750.0,53.34979999999997,6.2603,Europe/Dublin,Education,,,,7.9
