timestamp,building_id,energy_consumption,site_id,sqm,lat,lng,timezone,industry,yearbuilt,numberoffloors,occupants,airTemperature
2016-01-01 00:00:00,Hog_office_Nia,1035.013,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-7.2
2016-01-01 01:00:00,Hog_office_Nia,1035.013,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-6.7
2016-01-01 02:00:00,Hog_office_Nia,1006.613,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-6.7
2016-01-01 03:00:00,Hog_office_Nia,978.577,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-6.7
2016-01-01 04:00:00,Hog_office_Nia,985.98,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-8.3
2016-01-01 05:00:00,Hog_office_Nia,986.842,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-8.3
2016-01-01 06:00:00,Hog_office_Nia,1140.7089999999996,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-8.9
2016-01-01 07:00:00,Hog_office_Nia,1179.9489999999996,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-9.4
2016-01-01 08:00:00,Hog_office_Nia,1232.612,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-8.9
2016-01-01 09:00:00,Hog_office_Nia,1283.849,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-8.3
2016-01-01 10:00:00,Hog_office_Nia,1284.225,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-6.7
2016-01-01 11:00:00,Hog_office_Nia,1286.957,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-5.6
2016-01-01 12:00:00,Hog_office_Nia,1278.603,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-2.8
2016-01-01 13:00:00,Hog_office_Nia,1273.6,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-1.7
2016-01-01 14:00:00,Hog_office_Nia,1274.497,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-1.1
2016-01-01 15:00:00,Hog_office_Nia,1271.964,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-1.1
2016-01-01 16:00:00,Hog_office_Nia,1271.935,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-1.7
2016-01-01 17:00:00,Hog_office_Nia,1267.658,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-2.8
2016-01-01 18:00:00,Hog_office_Nia,1204.97,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-3.3
2016-01-01 19:00:00,Hog_office_Nia,1188.523,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-3.9
2016-01-01 20:00:00,Hog_office_Nia,1174.597,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-5.0
2016-01-01 21:00:00,Hog_office_Nia,1165.51,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-5.6
2016-01-01 22:00:00,Hog_office_Nia,1166.266,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-6.1
2016-01-01 23:00:00,Hog_office_Nia,1040.672,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-7.2
2016-01-02 00:00:00,Hog_office_Nia,1031.484,Hog,53614.4,44.97878184783975,-93.2553976421019,US/Central,,,,,-7.2
